electric field:0,electric field:1,electric field:2,potential,GeometryIds,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2
0.52147,22.13,-39509.5,26182.2,1,1,0.663122,0,2.4,-1.86788
0.517208,21.9614,-39509.6,26382.2,1,1,0.668184,0,2.4,-1.86282
0.512947,21.7927,-39509.8,26582.2,1,1,0.673246,0,2.4,-1.85775
0.508685,21.6241,-39509.9,26782.2,1,1,0.678308,0,2.4,-1.85269
0.504423,21.4554,-39510,26982.1,1,1,0.68337,0,2.4,-1.84763
0.500162,21.2867,-39510.2,27182.1,1,1,0.688432,0,2.4,-1.84257
0.4959,21.1181,-39510.3,27382.1,1,1,0.693494,0,2.4,-1.83751
0.491638,20.9494,-39510.5,27582.1,1,1,0.698556,0,2.4,-1.83244
0.523181,20.9043,-39510.6,27782.1,1,1,0.703618,0,2.4,-1.82738
0.559014,20.874,-39510.8,27982.1,1,1,0.70868,0,2.4,-1.82232
0.594848,20.8437,-39510.9,28182.1,1,1,0.713742,0,2.4,-1.81726
0.630682,20.8134,-39511,28382.1,1,1,0.718804,0,2.4,-1.8122
0.666515,20.7831,-39511.2,28582.1,1,1,0.723866,0,2.4,-1.80713
0.72214,20.7639,-39511.3,28782.2,1,1,0.728928,0,2.4,-1.80207
0.778219,20.745,-39511.4,28982.2,1,1,0.73399,0,2.4,-1.79701
0.834298,20.726,-39511.5,29182.2,1,1,0.739052,0,2.4,-1.79195
0.883209,20.6683,-39511.6,29382.2,1,1,0.744114,0,2.4,-1.78689
0.92467,20.5703,-39511.7,29582.2,1,1,0.749176,0,2.4,-1.78182
0.965784,20.4717,-39511.8,29782.2,1,1,0.754238,0,2.4,-1.77676
0.987841,20.3429,-39512,29982.2,1,1,0.7593,0,2.4,-1.7717
1.0099,20.2141,-39512.1,30182.2,1,1,0.764362,0,2.4,-1.76664
1.03195,20.0853,-39512.2,30382.2,1,1,0.769424,0,2.4,-1.76158
1.05401,19.9566,-39512.3,30582.2,1,1,0.774486,0,2.4,-1.75651
1.07607,19.8278,-39512.4,30782.3,1,1,0.779548,0,2.4,-1.75145
1.09813,19.699,-39512.5,30982.3,1,1,0.78461,0,2.4,-1.74639
1.11931,19.5723,-39512.7,31182.3,1,1,0.789672,0,2.4,-1.74133
1.12865,19.4741,-39512.8,31382.3,1,1,0.794734,0,2.4,-1.73627
1.13775,19.4015,-39512.9,31582.3,1,1,0.799796,0,2.4,-1.7312
1.14668,19.3461,-39513,31782.3,1,1,0.804858,0,2.4,-1.72614
1.15562,19.2907,-39513.1,31982.3,1,1,0.80992,0,2.4,-1.72108
1.16455,19.2352,-39513.2,32182.4,1,1,0.814982,0,2.4,-1.71602
1.17349,19.1798,-39513.3,32382.4,1,1,0.820044,0,2.4,-1.71096
1.18242,19.1244,-39513.4,32582.4,1,1,0.825106,0,2.4,-1.70589
1.18711,19.0568,-39513.5,32782.4,1,1,0.830168,0,2.4,-1.70083
1.18559,18.9732,-39513.5,32982.4,1,1,0.83523,0,2.4,-1.69577
1.17899,18.893,-39513.6,33182.4,1,1,0.840292,0,2.4,-1.69071
1.1724,18.8127,-39513.6,33382.5,1,1,0.845354,0,2.4,-1.68565
1.1658,18.7325,-39513.7,33582.5,1,1,0.850416,0,2.4,-1.68058
1.1592,18.6523,-39513.7,33782.5,1,1,0.855478,0,2.4,-1.67552
1.15261,18.5721,-39513.8,33982.5,1,1,0.86054,0,2.4,-1.67046
1.0818,18.3041,-39514,34182.5,1,1,0.865602,0,2.4,-1.6654
0.930861,17.9357,-39514.3,34382.5,1,1,0.870664,0,2.4,-1.66034
0.907866,17.8534,-39514.4,34582.6,1,1,0.875726,0,2.4,-1.65527
0.900406,17.7893,-39514.5,34782.6,1,1,0.880788,0,2.4,-1.65021
0.909901,17.745,-39514.7,34982.6,1,1,0.88585,0,2.4,-1.64515
0.919395,17.7006,-39514.8,35182.6,1,1,0.890912,0,2.4,-1.64009
0.928889,17.6562,-39514.9,35382.6,1,1,0.895974,0,2.4,-1.63503
0.966186,17.594,-39515,35582.7,1,1,0.901036,0,2.4,-1.62996
1.00375,17.5316,-39515.2,35782.7,1,1,0.906098,0,2.4,-1.6249
1.04131,17.4692,-39515.3,35982.7,1,1,0.91116,0,2.4,-1.61984
1.07887,17.4068,-39515.5,36182.7,1,1,0.916222,0,2.4,-1.61478
1.11515,17.3439,-39515.6,36382.8,1,1,0.921284,0,2.4,-1.60972
1.13824,17.2756,-39515.7,36582.8,1,1,0.926346,0,2.4,-1.60465
1.16788,17.197,-39515.9,36782.8,1,1,0.931408,0,2.4,-1.59959
1.21349,17.0937,-39516,36982.9,1,1,0.93647,0,2.4,-1.59453
1.2591,16.9904,-39516.1,37182.9,1,1,0.941532,0,2.4,-1.58947
1.30471,16.8871,-39516.3,37382.9,1,1,0.946594,0,2.4,-1.58441
1.35032,16.7838,-39516.4,37583,1,1,0.951656,0,2.4,-1.57934
1.39593,16.6805,-39516.6,37783,1,1,0.956718,0,2.4,-1.57428
1.43094,16.5843,-39516.7,37983,1,1,0.96178,0,2.4,-1.56922
1.42651,16.5145,-39516.8,38183.1,1,1,0.966842,0,2.4,-1.56416
1.42209,16.4447,-39516.9,38383.1,1,1,0.971904,0,2.4,-1.5591
1.41766,16.3749,-39516.9,38583.1,1,1,0.976966,0,2.4,-1.55403
1.41323,16.3051,-39517,38783.1,1,1,0.982028,0,2.4,-1.54897
1.41754,16.195,-39517.1,38983.2,1,1,0.98709,0,2.4,-1.54391
1.43943,16.0036,-39517.2,39183.2,1,1,0.992152,0,2.4,-1.53885
1.46131,15.8122,-39517.3,39383.2,1,1,0.997214,0,2.4,-1.53379
1.48319,15.6208,-39517.4,39583.3,1,1,1.00228,0,2.4,-1.52872
1.53326,15.3558,-39517.5,39783.3,1,1,1.00734,0,2.4,-1.52366
1.59241,15.0671,-39517.6,39983.3,1,1,1.0124,0,2.4,-1.5186
1.65156,14.7784,-39517.7,40183.4,1,1,1.01746,0,2.4,-1.51354
1.69404,14.4608,-39517.8,40383.4,1,1,1.02252,0,2.4,-1.50848
1.70509,14.0887,-39517.9,40583.5,1,1,1.02759,0,2.4,-1.50341
1.71644,13.7252,-39518,40783.5,1,1,1.03265,0,2.4,-1.49835
1.73709,13.6119,-39518,40983.6,1,1,1.03771,0,2.4,-1.49329
1.75774,13.4986,-39518,41183.6,1,1,1.04277,0,2.4,-1.48823
1.71383,13.3521,-39518,41383.7,1,1,1.04783,0,2.4,-1.48317
1.66564,13.2309,-39518,41583.7,1,1,1.0529,0,2.4,-1.4781
1.62895,13.1444,-39518,41783.7,1,1,1.05796,0,2.4,-1.47304
1.63033,13.0615,-39518,41983.8,1,1,1.06302,0,2.4,-1.46798
1.6317,12.9787,-39518.1,42183.8,1,1,1.06808,0,2.4,-1.46292
1.63307,12.8959,-39518.1,42383.9,1,1,1.07314,0,2.4,-1.45786
1.63444,12.8131,-39518.1,42583.9,1,1,1.07821,0,2.4,-1.45279
1.63581,12.7302,-39518.1,42783.9,1,1,1.08327,0,2.4,-1.44773
1.63718,12.6474,-39518.1,42984,1,1,1.08833,0,2.4,-1.44267
1.63855,12.5646,-39518.2,43184,1,1,1.09339,0,2.4,-1.43761
1.63992,12.4818,-39518.2,43384.1,1,1,1.09845,0,2.4,-1.43255
1.64129,12.3989,-39518.2,43584.1,1,1,1.10352,0,2.4,-1.42748
1.65088,12.3201,-39518.2,43784.2,1,1,1.10858,0,2.4,-1.42242
1.67461,12.2483,-39518.3,43984.2,1,1,1.11364,0,2.4,-1.41736
1.69833,12.1764,-39518.3,44184.2,1,1,1.1187,0,2.4,-1.4123
1.69725,12.1077,-39518.4,44384.3,1,1,1.12376,0,2.4,-1.40724
1.66002,12.0436,-39518.4,44584.3,1,1,1.12883,0,2.4,-1.40217
1.6227,11.9787,-39518.5,44784.4,1,1,1.13389,0,2.4,-1.39711
1.58375,11.8988,-39518.5,44984.4,1,1,1.13895,0,2.4,-1.39205
1.5448,11.8188,-39518.5,45184.4,1,1,1.14401,0,2.4,-1.38699
1.50585,11.7389,-39518.5,45384.5,1,1,1.14907,0,2.4,-1.38193
1.4669,11.6589,-39518.5,45584.5,1,1,1.15414,0,2.4,-1.37686
1.42794,11.579,-39518.6,45784.6,1,1,1.1592,0,2.4,-1.3718
1.38899,11.499,-39518.6,45984.6,1,1,1.16426,0,2.4,-1.36674
1.35004,11.4191,-39518.6,46184.7,1,1,1.16932,0,2.4,-1.36168
1.31109,11.3391,-39518.6,46384.7,1,1,1.17438,0,2.4,-1.35662
1.25656,11.2962,-39518.7,46584.8,1,1,1.17945,0,2.4,-1.35155
1.14325,11.3819,-39518.8,46784.8,1,1,1.18451,0,2.4,-1.34649
1.02994,11.4676,-39518.9,46984.8,1,1,1.18957,0,2.4,-1.34143
0.925255,11.3651,-39519,47184.9,1,1,1.19463,0,2.4,-1.33637
0.842797,11.2667,-39519.1,47384.9,1,1,1.19969,0,2.4,-1.33131
0.798148,11.2065,-39519.1,47585,1,1,1.20476,0,2.4,-1.32624
0.753499,11.1462,-39519.2,47785,1,1,1.20982,0,2.4,-1.32118
